Date, TemperatureHigh, TemperatureLow, DewPoint, Humidity, Pressure, PrecipitationIntensity, PrecipitationType, NextDayPrecipitationType
2018-03-01, 58.02, 34.75, 35.57, 0.66, 1010.82, 0, none, rain
2018-02-28, 60.87, 34.74, 28.39, 0.49, 1015.33, 0, none, none
2018-02-27, 51.9, 35.22, 22.86, 0.57, 1024.6, 0, none, none
2018-02-26, 50.19, 26.28, 30.86, 0.73, 1018.64, 0.0009, rain, none
2018-02-25, 37.71, 33.49, 32.26, 0.89, 1022.09, 0.0144, rain, rain
2018-02-24, 52.07, 31.75, 34.52, 0.76, 1020.33, 0.0001, rain, rain
2018-02-23, 39.46, 35.01, 28.22, 0.86, 1034.33, 0.0066, rain, rain
2018-02-22, 40.16, 23.45, 25.39, 0.64, 1037.24, 0.0007, rain, rain
2018-02-21, 75.12, 38.76, 48.5, 0.77, 1023.29, 0, none, rain
2018-02-20, 66.87, 38.88, 47.72, 0.85, 1024.36, 0.0013, rain, none
2018-02-19, 48.39, 42.46, 28.18, 0.78, 1031.31, 0.0032, rain, rain
2018-02-18, 42.09, 17.79, 25.95, 0.76, 1023.2, 0.0128, snow, rain
2018-02-17, 36.52, 28.99, 15.04, 0.56, 1026.1, 0.0004, snow, snow
2018-02-16, 48.03, 22.61, 37.97, 0.85, 1004.6, 0.0012, rain, snow
2018-02-15, 50.23, 41.63, 36.95, 0.89, 1010.11, 0, none, rain
2018-02-14, 47.66, 29.59, 27.59, 0.75, 1024.34, 0, none, none
2018-02-13, 31.84, 25.78, 11.31, 0.53, 1041.37, 0, none, none
2018-02-12, 40.4, 20.97, 26.68, 0.71, 1024.11, 0.0003, rain, none
2018-02-11, 38.41, 34.11, 35.94, 0.96, 1017.16, 0.0311, rain, rain
2018-02-10, 46.07, 37.99, 33.58, 0.9, 1024.25, 0.0114, rain, rain
2018-02-09, 27.59, 24.18, 14.62, 0.78, 1032.89, 0.0001, snow, rain
2018-02-08, 27.45, 10.68, 17.27, 0.79, 1024.16, 0.0014, snow, snow
2018-02-07, 31.86, 18.04, 21.26, 0.88, 1025.35, 0.0081, snow, snow
2018-02-06, 31.21, 15.55, 14.3, 0.66, 1028.78, 0, none, snow
2018-02-05, 39.12, 18.59, 23.49, 0.69, 1010.97, 0.0101, rain, none
2018-02-04, 40.89, 35.85, 26.62, 0.77, 1020.55, 0.0074, rain, rain
2018-02-03, 25.68, 19.29, 3.43, 0.58, 1027.16, 0, none, rain
2018-02-02, 30.35, 5.12, 15.41, 0.69, 1013.03, 0.0059, snow, none
2018-02-01, 42.03, 28.34, 25.69, 0.71, 1013.99, 0.0011, rain, snow
2018-01-31, 30.84, 27.54, 6.47, 0.49, 1019.64, 0, none, rain
2018-01-30, 31.15, 15.46, 8.8, 0.47, 1015.29, 0, none, none
2018-01-29, 35.43, 23.1, 23.03, 0.7, 1025.16, 0, none, none
2018-01-28, 49.23, 29.74, 34.76, 0.73, 1023.29, 0.0007, rain, none
2018-01-27, 51.19, 41.34, 25.97, 0.67, 1028.45, 0.0004, rain, rain
2018-01-26, 31.94, 19.87, 6.12, 0.51, 1037.24, 0, none, rain
2018-01-25, 26.61, 15.14, 6.12, 0.53, 1025.44, 0, none, none
2018-01-24, 35.42, 17.57, 24.34, 0.75, 1010.1, 0.0023, snow, none
2018-01-23, 33.27, 32.2, 29.57, 0.95, 1009.22, 0.0098, rain, snow
2018-01-22, 35.1, 27.95, 29.92, 0.92, 1024.94, 0.0022, snow, rain
2018-01-21, 47.56, 28.38, 28.65, 0.75, 1019.87, 0.0005, snow, snow
2018-01-20, 46.51, 29.98, 25.56, 0.66, 1008.62, 0.0035, rain, snow
2018-01-19, 32.73, 26.5, 19.23, 0.77, 1014.37, 0.0004, snow, rain
2018-01-18, 28.67, 15.73, 17.07, 0.81, 1015.01, 0.0007, snow, snow
2018-01-17, 32.63, 14.79, 28.44, 0.92, 1024.44, 0.0031, snow, snow
2018-01-16, 32.16, 29.46, 16.75, 0.71, 1033.06, 0.0001, snow, snow
2018-01-15, 19.66, 16.7, 1.52, 0.58, 1040.05, 0, none, snow
2018-01-14, 20.81, 7, 0.89, 0.55, 1035.86, 0, none, none
2018-01-13, 56.61, 10.8, 33.18, 0.8, 1008.02, 0.0151, rain, none
2018-01-12, 58.06, 56.32, 50.73, 0.95, 1013.7, 0.0176, rain, rain
2018-01-11, 50.87, 42.64, 37.91, 0.84, 1026.7, 0.0046, rain, rain
2018-01-10, 36.45, 29.29, 16.97, 0.64, 1030.58, 0.0005, snow, rain
2018-01-09, 39.99, 15.93, 22.41, 0.67, 1017.87, 0.0019, snow, snow
2018-01-08, 33.44, 27.52, 11.71, 0.57, 1018.93, 0.0001, snow, snow
2018-01-07, 15.08, 11.53, -10.77, 0.49, 1029.95, 0, none, snow
2018-01-06, 10.45, -7.81, -9.57, 0.51, 1015.61, 0, none, none
2018-01-05, 12.73, 1.72, 1.34, 0.62, 998.44, 0.0001, snow, none
2018-01-04, 26.65, 10.84, 15.34, 0.83, 998.12, 0.0034, snow, snow
2018-01-03, 27.54, 8.07, 6.08, 0.64, 1024.05, 0.0001, snow, snow
2018-01-02, 16.15, 8.87, -4.29, 0.66, 1025.11, 0, none, snow
2018-01-01, 10.36, -8.32, -9.61, 0.57, 1024.71, 0, none, none
2017-12-31, 9.68, -2.92, -4.67, 0.67, 1020.28, 0, none, none
2017-12-30, 13.92, -0.79, -0.44, 0.76, 1017.98, 0, none, none
2017-12-29, 9.73, -1.3, -5.92, 0.68, 1024.34, 0, none, none
2017-12-28, 8.5, -4.95, -8.03, 0.58, 1029.02, 0, none, none
2017-12-27, 18.22, -1.13, 0.12, 0.63, 1030.49, 0, none, none
2017-12-26, 22.97, 2.9, 6.27, 0.6, 1025.13, 0, none, none
2017-12-25, 31.83, 15.36, 20.16, 0.81, 1009.52, 0.002, snow, none
2017-12-24, 33.12, 21.09, 27.48, 0.87, 1021.06, 0.0019, snow, snow
2017-12-23, 32.73, 30.65, 26.23, 0.93, 1015.11, 0.0064, snow, snow
2017-12-22, 22.81, 22.61, 15.57, 0.78, 1027.89, 0.0014, snow, snow
2017-12-21, 29.99, 19.39, 11.9, 0.57, 1022.01, 0, none, snow
2017-12-20, 40.4, 21.74, 22.27, 0.57, 1008.83, 0.0003, rain, none
2017-12-19, 46.64, 34.99, 31.99, 0.82, 1007.49, 0.005, rain, rain
2017-12-18, 27.86, 27.5, 16.98, 0.76, 1019.39, 0.0002, snow, rain
2017-12-17, 27.65, 15.87, 7.82, 0.64, 1025.03, 0, none, snow
2017-12-16, 31.61, 10.85, 15.42, 0.73, 1014.14, 0.0001, snow, none
2017-12-15, 25.26, 14.02, 10.32, 0.72, 1015.95, 0, none, snow
2017-12-14, 27.01, 8.95, 8.85, 0.6, 1006.47, 0.0001, snow, none
2017-12-13, 21.75, 18.97, 15.5, 0.75, 993.77, 0, none, snow
2017-12-12, 33.02, 19.79, 27.88, 0.9, 1004.2, 0.0037, snow, none
2017-12-11, 36.39, 27.6, 23.08, 0.73, 1015.45, 0.001, snow, snow
2017-12-10, 35.66, 26.14, 25.56, 0.83, 1008.97, 0.0043, snow, snow
2017-12-09, 33.51, 26.79, 25.65, 0.82, 1012.21, 0.0024, snow, snow
2017-12-08, 37.2, 30.44, 20.8, 0.66, 1016.47, 0, none, snow
2017-12-07, 42.04, 25.18, 23.92, 0.67, 1013.51, 0, none, none
2017-12-06, 47.45, 27.52, 34.83, 0.73, 1011.06, 0.0159, rain, none
2017-12-05, 48.43, 45.8, 39.16, 0.89, 1023.44, 0.0047, rain, rain
2017-12-04, 44.29, 30.38, 28.36, 0.78, 1031.41, 0, none, rain
2017-12-03, 41.4, 28.05, 27.43, 0.79, 1025.24, 0, none, none
2017-12-02, 41.03, 25, 26.36, 0.79, 1026.23, 0, none, none
2017-12-01, 47.41, 25.68, 34.62, 0.79, 1020.62, 0.0015, rain, none
2017-11-30, 43.56, 37.54, 26.2, 0.71, 1024.6, 0, none, rain
2017-11-29, 58.47, 24.42, 34.49, 0.66, 1018.85, 0, none, none
2017-11-28, 38.24, 34.47, 16.08, 0.6, 1028.95, 0, none, none
2017-11-27, 43.94, 17.93, 22.5, 0.61, 1015.79, 0, none, none
2017-11-26, 46, 31.85, 27.67, 0.59, 1008.9, 0, none, none
2017-11-25, 57.1, 42.97, 32.1, 0.65, 1007.29, 0, none, none
2017-11-24, 48.22, 33.02, 26.42, 0.71, 1015.37, 0, none, none
2017-11-23, 40.1, 25.3, 20.51, 0.61, 1016.32, 0, none, none
2017-11-22, 45.88, 28.14, 37.25, 0.88, 1013.54, 0.0158, rain, none
2017-11-21, 57.89, 37.39, 30.7, 0.65, 1017.57, 0, none, rain
2017-11-20, 39.66, 28.64, 22.03, 0.59, 1011.84, 0, none, none
2017-11-19, 56.43, 30.99, 37.69, 0.8, 994.43, 0.0081, rain, none
2017-11-18, 41.95, 38.46, 24.3, 0.7, 1010.77, 0.0025, rain, rain
2017-11-17, 39.82, 22.6, 25.89, 0.67, 1012.46, 0.0001, rain, rain
2017-11-16, 44.72, 36.47, 35.7, 0.92, 1012.02, 0.0117, rain, rain
2017-11-15, 43.33, 28.63, 28.49, 0.76, 1025.73, 0.0001, rain, rain
2017-11-14, 39.56, 30.97, 31.74, 0.84, 1027.91, 0.0009, rain, rain
2017-11-13, 37.14, 34.41, 29.01, 0.85, 1029.52, 0.0057, rain, rain
2017-11-12, 43.76, 27.36, 20.06, 0.68, 1033.07, 0.0001, snow, rain
2017-11-11, 34.73, 20.48, 9.82, 0.51, 1032.85, 0, none, snow
2017-11-10, 39.57, 20.22, 17.06, 0.54, 1019.6, 0.0006, snow, none
2017-11-09, 48.03, 38.16, 29.79, 0.78, 1022.35, 0.0006, rain, snow
2017-11-08, 44.82, 24.12, 27.96, 0.72, 1026.11, 0.0009, rain, rain
2017-11-07, 45.63, 35.13, 32.81, 0.72, 1023.44, 0.0004, rain, rain
2017-11-06, 66.34, 37.08, 56.47, 0.88, 1013.27, 0.0041, rain, rain
2017-11-05, 55.21, 55.19, 44.71, 0.84, 1026.2, 0, none, rain
2017-11-04, 53.55, 40.56, 34.11, 0.64, 1027.59, 0, none, none
2017-11-03, 72.75, 38.24, 56.02, 0.79, 1017.42, 0.0002, rain, none
2017-11-02, 68.2, 59.09, 52.77, 0.87, 1025.55, 0.0001, rain, rain
2017-11-01, 52.01, 47.24, 36.22, 0.81, 1027.91, 0, none, rain
2017-10-31, 55.59, 31.89, 35.49, 0.63, 1014.63, 0, none, none
2017-10-30, 62.11, 42.09, 49.56, 0.8, 993.09, 0.0652, rain, none
2017-10-29, 59.05, 59.46, 55.93, 0.94, 1010.28, 0.0203, rain, rain
2017-10-28, 66.18, 54.4, 45.28, 0.83, 1017.77, 0, none, rain
2017-10-27, 60.72, 36.67, 40.44, 0.74, 1015.48, 0.0002, rain, none
2017-10-26, 58.8, 42.16, 52.37, 0.93, 1003.43, 0.0332, rain, rain
2017-10-25, 67.47, 58.5, 63.36, 0.94, 1006.88, 0.0376, rain, rain
2017-10-24, 74.28, 65.07, 63.74, 0.9, 1014.87, 0.0237, rain, rain
2017-10-23, 67.17, 58.44, 54.62, 0.88, 1026.76, 0, none, rain
2017-10-22, 72.38, 52.72, 50.16, 0.8, 1029.65, 0, none, none
2017-10-21, 75.84, 46.34, 43.58, 0.64, 1025.24, 0, none, none
2017-10-20, 68.5, 41.73, 42.83, 0.58, 1017.61, 0, none, none
2017-10-19, 72.92, 50.5, 44.51, 0.7, 1020.6, 0, none, none
2017-10-18, 69.9, 39.66, 42.42, 0.71, 1024.4, 0, none, none
2017-10-17, 56.51, 39.85, 33.4, 0.7, 1024.53, 0, none, none
2017-10-16, 60.09, 33.46, 45.95, 0.71, 1013.7, 0.0003, rain, none
2017-10-15, 74.33, 58.56, 59.84, 0.87, 1014.02, 0.0001, rain, rain
2017-10-14, 72.23, 55.22, 55.99, 0.87, 1024.89, 0.0001, rain, rain
2017-10-13, 62.98, 51.97, 42.93, 0.82, 1032.33, 0, none, rain
2017-10-12, 58.41, 34.95, 40.18, 0.67, 1030.99, 0, none, none
2017-10-11, 67.21, 47.29, 52.77, 0.8, 1022.54, 0, none, none
2017-10-10, 75.09, 54.31, 61.03, 0.8, 1015.82, 0.0004, rain, none
2017-10-09, 73.01, 63.27, 67.96, 0.96, 1014.05, 0.0272, rain, rain
2017-10-08, 75.5, 65.63, 67.71, 0.89, 1013.62, 0.0076, rain, rain
2017-10-07, 76.85, 67.09, 60.62, 0.83, 1020.09, 0, none, rain
2017-10-06, 64.55, 58.2, 54.26, 0.87, 1019.39, 0.0008, rain, none
2017-10-05, 77.38, 50.16, 56.86, 0.7, 1017.36, 0, none, rain
2017-10-04, 76.65, 61.4, 52.16, 0.74, 1025.97, 0, none, none
2017-10-03, 68.24, 47.12, 47.54, 0.79, 1036.32, 0, none, none
2017-10-02, 68.76, 42.52, 44.13, 0.74, 1029.79, 0, none, none
2017-10-01, 64.66, 39.48, 42.33, 0.77, 1027.32, 0.0001, rain, none
2017-09-30, 50.84, 38.61, 47.01, 0.9, 1023.38, 0.0055, rain, rain
2017-09-29, 64.36, 48.74, 42.8, 0.67, 1016.16, 0, none, rain
2017-09-28, 73.3, 44.08, 56.54, 0.67, 1008.41, 0.0001, rain, none
2017-09-27, 86.83, 70.06, 67.88, 0.82, 1012.26, 0.0001, rain, rain
2017-09-26, 85.05, 62.55, 66.03, 0.84, 1017, 0, none, rain
2017-09-25, 87.05, 61.44, 67.25, 0.81, 1018.56, 0, none, none
2017-09-24, 87.29, 64.91, 64.67, 0.8, 1017.96, 0, none, none
2017-09-23, 81.98, 59.88, 58.29, 0.7, 1017.49, 0.0001, rain, none
2017-09-22, 67.54, 59.05, 53.8, 0.71, 1018.24, 0.0008, rain, rain
2017-09-21, 71.92, 60, 59.15, 0.73, 1017.11, 0.0001, rain, rain
2017-09-20, 70.75, 67.37, 65.96, 0.93, 1014.29, 0.0023, rain, rain
2017-09-19, 67.6, 65.29, 62.9, 0.93, 1019.96, 0.0009, rain, rain
2017-09-18, 70.64, 62.8, 63.58, 0.91, 1022.09, 0.0004, rain, rain
2017-09-17, 81.46, 63.3, 64.18, 0.85, 1021.51, 0, none, rain
2017-09-16, 79.57, 62.09, 66.43, 0.87, 1021.4, 0, none, none
2017-09-15, 79.32, 67.1, 67.01, 0.89, 1017.49, 0.011, rain, none
2017-09-14, 79.17, 66.08, 64.61, 0.82, 1011.72, 0.0012, rain, rain
2017-09-13, 81.16, 63.04, 56.94, 0.74, 1011.93, 0, none, rain
2017-09-12, 82.7, 52.38, 54.65, 0.72, 1015.36, 0, none, none
2017-09-11, 76.95, 50.61, 51.81, 0.72, 1023.81, 0, none, none
2017-09-10, 70.57, 48.83, 52.06, 0.77, 1027.03, 0, none, none
2017-09-09, 68.85, 50.04, 52.06, 0.8, 1023.42, 0.0002, rain, none
2017-09-08, 69.88, 49.01, 52.9, 0.8, 1017.49, 0.0005, rain, rain
2017-09-07, 72.14, 50.65, 57.66, 0.84, 1010.44, 0.0275, rain, rain
2017-09-06, 69.59, 58.92, 62.8, 0.92, 1012.35, 0.0362, rain, rain
2017-09-05, 84.33, 66.31, 65.1, 0.77, 1008.38, 0.0002, rain, rain
2017-09-04, 76.85, 63.12, 57.62, 0.78, 1010.61, 0.0005, rain, rain
2017-09-03, 58.79, 54.45, 53.44, 0.9, 1015.59, 0.0322, rain, rain
2017-09-02, 71.18, 53.95, 43.74, 0.65, 1023.27, 0.0001, rain, rain
2017-09-01, 65.54, 42.85, 41.58, 0.59, 1017.65, 0, none, rain
2017-08-31, 73.89, 47.56, 52.21, 0.71, 1011.71, 0, none, none
2017-08-30, 72.56, 50.75, 54.21, 0.76, 1015.16, 0.0007, rain, none
2017-08-29, 67.04, 57.38, 52.9, 0.84, 1025.17, 0, none, rain
2017-08-28, 74.52, 48.93, 50.25, 0.69, 1027.35, 0, none, none
2017-08-27, 74.08, 50.17, 50.77, 0.7, 1026.29, 0, none, none
2017-08-26, 73.52, 48.86, 50.41, 0.72, 1024.58, 0, none, none
2017-08-25, 72.74, 48.24, 52.57, 0.7, 1019, 0.0001, rain, none
2017-08-24, 77.53, 57.8, 54.43, 0.7, 1013.29, 0, none, rain
2017-08-23, 78.82, 54.16, 62.21, 0.73, 1007.97, 0.025, rain, none
2017-08-22, 88.52, 70.23, 68.88, 0.78, 1012.88, 0, none, rain
2017-08-21, 84.28, 65.15, 62.51, 0.75, 1020.35, 0, none, none
2017-08-20, 80.98, 58.65, 61.69, 0.73, 1014.94, 0, none, none
2017-08-19, 85, 65.77, 66.23, 0.84, 1009.66, 0.0011, rain, none
2017-08-18, 72.98, 64.25, 64.63, 0.89, 1012.85, 0.0262, rain, rain
2017-08-17, 81.07, 62.02, 53.37, 0.66, 1017.26, 0, none, rain
2017-08-16, 80.79, 51.27, 60.52, 0.72, 1014.13, 0, none, none
2017-08-15, 75.51, 62.54, 64.26, 0.87, 1013.63, 0.0013, rain, none
2017-08-14, 80.69, 61.65, 59.56, 0.75, 1017.2, 0, none, rain
2017-08-13, 82.47, 56.31, 62.29, 0.72, 1012.73, 0.0013, rain, none
2017-08-12, 77.1, 66.06, 63.38, 0.82, 1014.53, 0.0039, rain, rain
2017-08-11, 81.62, 61.66, 61.27, 0.72, 1020.72, 0, none, rain
2017-08-10, 85.4, 61.22, 61.62, 0.71, 1023.52, 0, none, none
2017-08-09, 83.45, 59.21, 59, 0.72, 1021.03, 0, none, none
2017-08-08, 74.51, 55.54, 61.24, 0.84, 1014.41, 0.0049, rain, none
2017-08-07, 75.14, 61.57, 58.35, 0.77, 1017.96, 0.0002, rain, rain
2017-08-06, 75.71, 55.39, 55.25, 0.71, 1015.32, 0.0001, rain, rain
2017-08-05, 74.08, 55.61, 67.05, 0.91, 1012.81, 0.0131, rain, rain
2017-08-04, 84.26, 67.52, 67.02, 0.82, 1017.96, 0.0062, rain, rain
2017-08-03, 85.03, 65.64, 65.79, 0.78, 1019.65, 0.0001, rain, rain
2017-08-02, 85.94, 62.56, 65.21, 0.82, 1018.45, 0.0064, rain, rain
2017-08-01, 86.89, 62.93, 64.07, 0.72, 1017.04, 0, none, rain
2017-07-31, 85.88, 62.33, 58.24, 0.69, 1017.43, 0.0002, rain, none
2017-07-30, 79.34, 52.77, 52.76, 0.67, 1015.78, 0, none, rain
2017-07-29, 73.14, 51.83, 53.23, 0.67, 1013.01, 0, none, none
2017-07-28, 81.37, 59.19, 61.97, 0.76, 1011.13, 0.0001, rain, none
2017-07-27, 70.79, 60.65, 61.32, 0.85, 1015.17, 0.0008, rain, rain
2017-07-26, 79.83, 60.57, 56.64, 0.73, 1022.83, 0, none, rain
2017-07-25, 66.82, 52.57, 55.86, 0.88, 1020.32, 0.0011, rain, none
2017-07-24, 61.09, 55.1, 55.67, 0.9, 1014.69, 0.0375, rain, rain
2017-07-23, 75.47, 60.53, 56.8, 0.64, 1011.66, 0, none, rain
2017-07-22, 82.69, 66.36, 64.68, 0.73, 1010.65, 0, none, none
2017-07-21, 88.88, 65.72, 63.18, 0.67, 1010.54, 0, none, none
2017-07-20, 89.18, 62.89, 67.51, 0.72, 1013.08, 0.0002, rain, none
2017-07-19, 89.59, 66.13, 68.31, 0.76, 1015.99, 0.0001, rain, rain
2017-07-18, 83.17, 65.83, 69.45, 0.85, 1018.84, 0.0075, rain, rain
2017-07-17, 86.55, 66.97, 66.36, 0.75, 1017.84, 0, none, rain
2017-07-16, 86.19, 63.77, 64.04, 0.73, 1013.75, 0, none, none
2017-07-15, 79.88, 61.37, 63.2, 0.84, 1013.53, 0.0009, rain, none
2017-07-14, 65.09, 60.6, 57.74, 0.87, 1019.91, 0, none, rain
2017-07-13, 65.42, 57.53, 60.22, 0.92, 1018.04, 0.0061, rain, none
2017-07-12, 85.82, 63.62, 68.76, 0.84, 1014.93, 0.0203, rain, rain
2017-07-11, 80.51, 65.67, 67.2, 0.83, 1014.19, 0.0072, rain, rain
2017-07-10, 84.61, 67.36, 59.03, 0.63, 1016.54, 0, none, rain
2017-07-09, 81.49, 59.63, 57.49, 0.66, 1013.18, 0.0001, rain, none
2017-07-08, 82.89, 60.01, 64.95, 0.86, 1006.78, 0.0087, rain, rain
2017-07-07, 68.67, 59.99, 60.21, 0.84, 1011.31, 0.0112, rain, rain
2017-07-06, 82.42, 64.89, 57.42, 0.63, 1020.03, 0, none, rain
2017-07-05, 83.02, 58.25, 54.75, 0.62, 1023.05, 0, none, none
2017-07-04, 80.89, 54.98, 56.35, 0.64, 1018.15, 0, none, none
2017-07-03, 84.13, 58.32, 61.12, 0.66, 1013.64, 0.0002, rain, none
2017-07-02, 86.68, 65.28, 65.03, 0.69, 1012.65, 0.0007, rain, rain
2017-07-01, 86.81, 70.23, 70.04, 0.83, 1013.27, 0.0022, rain, rain
2017-06-30, 84.54, 67.77, 66.75, 0.8, 1014.34, 0.0241, rain, rain
2017-06-29, 75.44, 65.55, 58.11, 0.75, 1018.97, 0.0001, rain, rain
2017-06-28, 75.37, 56.01, 52.36, 0.71, 1017.1, 0.0001, rain, rain
2017-06-27, 72, 50.25, 56.83, 0.85, 1015.27, 0.0136, rain, rain
2017-06-26, 75.97, 54.86, 55.19, 0.7, 1014.94, 0.002, rain, rain
2017-06-25, 82.19, 55.92, 56.4, 0.6, 1012.94, 0.0039, rain, rain
2017-06-24, 85.18, 61.25, 66.55, 0.72, 1003.13, 0.0013, rain, rain
2017-06-23, 88.04, 73.74, 66.5, 0.74, 1006.88, 0.0005, rain, rain
2017-06-22, 82.11, 66.44, 55.47, 0.63, 1013.91, 0, none, rain
2017-06-21, 80.64, 55.28, 56.35, 0.65, 1011.81, 0, none, none
2017-06-20, 82.73, 59.26, 64.55, 0.75, 1010.44, 0.0015, rain, none
2017-06-19, 87.4, 68.56, 70.95, 0.82, 1009.71, 0.0119, rain, rain
2017-06-18, 84.63, 73.48, 69.29, 0.82, 1011.53, 0, none, rain
2017-06-17, 70.55, 66.17, 60.55, 0.91, 1015.2, 0.0096, rain, none
2017-06-16, 69.49, 57.29, 54.81, 0.78, 1018.35, 0.013, rain, rain
2017-06-15, 77.28, 59.18, 49.16, 0.61, 1018.53, 0, none, rain
2017-06-14, 79.73, 49.07, 49.52, 0.51, 1015.67, 0, none, none
2017-06-13, 92.35, 61.01, 65.59, 0.63, 1010.75, 0, none, none
2017-06-12, 95.05, 68.57, 63.46, 0.58, 1013.24, 0, none, none
2017-06-11, 91.54, 66.27, 61.38, 0.59, 1014.23, 0, none, none
2017-06-10, 83.74, 63.56, 55.36, 0.6, 1013.36, 0, none, none
2017-06-09, 76.6, 54.34, 50.71, 0.61, 1006.32, 0, none, none
2017-06-08, 80.04, 52.88, 49.42, 0.65, 1015.6, 0.0001, rain, none
2017-06-07, 73.18, 47.2, 49.62, 0.73, 1015.12, 0.0075, rain, rain
2017-06-06, 49.48, 49.21, 47.28, 0.94, 1012.02, 0.0476, rain, rain
2017-06-05, 56.02, 47.97, 52.93, 0.94, 1012.03, 0.017, rain, rain
2017-06-04, 72.32, 54.84, 50.32, 0.72, 1014.39, 0.0022, rain, rain
2017-06-03, 65.96, 46.88, 45.78, 0.68, 1013.03, 0.0001, rain, rain
2017-06-02, 69.83, 44.95, 41.29, 0.5, 1013.09, 0, none, rain
2017-06-01, 75.51, 47.25, 51.31, 0.68, 1012.13, 0.0005, rain, none
2017-05-31, 71.17, 50.86, 56.93, 0.87, 1017.11, 0.0093, rain, rain
2017-05-30, 59.89, 55.21, 50.32, 0.88, 1022.04, 0.0001, rain, rain
2017-05-29, 53.34, 47.57, 48.48, 0.9, 1018.08, 0.0016, rain, rain
2017-05-28, 71.14, 51.82, 52.93, 0.79, 1014.85, 0, none, rain
2017-05-27, 69.52, 50.02, 51.01, 0.76, 1011.19, 0.0005, rain, none
2017-05-26, 58.75, 50.31, 50.35, 0.92, 1002.37, 0.0456, rain, rain
2017-05-25, 56.01, 47.87, 49.45, 0.91, 1010.29, 0.0082, rain, rain
2017-05-24, 70.4, 49.48, 51.89, 0.76, 1009.86, 0, none, rain
2017-05-23, 69.11, 52.05, 50.84, 0.77, 1012.97, 0.0004, rain, none
2017-05-22, 51.61, 50.14, 46.68, 0.85, 1021.31, 0.0091, rain, rain
2017-05-21, 69.94, 49.8, 39.02, 0.54, 1027.63, 0, none, rain
2017-05-20, 70.68, 43.04, 38.96, 0.49, 1024.53, 0, none, none
2017-05-19, 86.45, 51.12, 58.87, 0.65, 1010.91, 0.0041, rain, none
2017-05-18, 93.71, 64.41, 59.33, 0.53, 1009.98, 0.0016, rain, rain
2017-05-17, 92.12, 64.81, 54.28, 0.54, 1012.48, 0, none, rain
2017-05-16, 79.02, 56.67, 46.87, 0.57, 1011.97, 0, none, none
2017-05-15, 58.41, 49.09, 44.95, 0.81, 1001.82, 0.0097, rain, none
2017-05-14, 49.19, 45.38, 43.58, 0.93, 1004.76, 0.0356, rain, rain
2017-05-13, 54.37, 41.93, 43.09, 0.84, 1016.05, 0.001, rain, rain
2017-05-12, 58.46, 39.99, 44.54, 0.82, 1018.61, 0.0003, rain, rain
2017-05-11, 60.99, 41.07, 40.22, 0.66, 1017.05, 0, none, rain
2017-05-10, 58.33, 44.36, 36.4, 0.59, 1016.27, 0, none, none
2017-05-09, 52.6, 42.62, 34.37, 0.68, 1015.64, 0, none, none
2017-05-08, 51.77, 32.91, 35.52, 0.65, 1008.54, 0.0001, rain, none
2017-05-07, 65.99, 43.61, 45.33, 0.67, 1001.67, 0.0005, rain, rain
2017-05-06, 66.89, 53.11, 51.95, 0.88, 1000.79, 0.0078, rain, rain
2017-05-05, 49.13, 48.2, 42.82, 0.83, 1015.97, 0.0335, rain, rain
2017-05-04, 65.32, 47.01, 32.16, 0.52, 1023.78, 0, none, rain
2017-05-03, 60.39, 36.53, 38.19, 0.58, 1010.67, 0, none, none
2017-05-02, 66.55, 46.85, 46.83, 0.85, 1003.69, 0.0224, rain, none
2017-05-01, 48.55, 43.77, 42.18, 0.84, 1016.99, 0.0002, rain, rain
2017-04-30, 56.4, 46.32, 35.45, 0.55, 1024.28, 0.0008, rain, rain
2017-04-29, 81.03, 45.69, 53.15, 0.6, 1014.07, 0, none, rain
2017-04-28, 82.76, 57.06, 55.06, 0.71, 1014.37, 0.0001, rain, none
2017-04-27, 65.95, 56.02, 54.33, 0.89, 1013.19, 0.0006, rain, rain
2017-04-26, 56.83, 52.42, 49.24, 0.95, 1013.66, 0.0162, rain, rain
2017-04-25, 49.87, 44.61, 43.04, 0.87, 1024.63, 0.018, rain, rain
2017-04-24, 73.43, 46.43, 39.3, 0.56, 1020.95, 0, none, rain
2017-04-23, 67.15, 39.77, 38.39, 0.66, 1017.72, 0, none, none
2017-04-22, 45.31, 36.09, 40.54, 0.93, 1015.61, 0.0016, rain, none
2017-04-21, 44.7, 40.81, 42.06, 0.93, 1019.09, 0.0195, rain, rain
2017-04-20, 61.42, 43.06, 43.9, 0.8, 1021.37, 0.0004, rain, rain
2017-04-19, 53.82, 41.78, 34.61, 0.71, 1031.7, 0.0026, rain, rain
2017-04-18, 53.9, 36.71, 31.2, 0.56, 1029.38, 0, none, rain
2017-04-17, 71.58, 40.09, 44.51, 0.51, 1011.51, 0, none, none
2017-04-16, 85.11, 60.63, 52.29, 0.57, 1009.28, 0.0002, rain, none
2017-04-15, 70.01, 55.63, 34.17, 0.55, 1024.76, 0, none, rain
2017-04-14, 62.27, 31.74, 26.97, 0.51, 1028.78, 0, none, none
2017-04-13, 56.49, 32.43, 33.71, 0.59, 1025.67, 0, none, none
2017-04-12, 68.93, 38.75, 50.11, 0.71, 1020.45, 0.007, rain, none
2017-04-11, 87.18, 54.06, 45.7, 0.45, 1018.02, 0, none, rain
